album,song_title,lyric
reputation,Look What You Made Me Do ,"Honey, I rose up from the dead, I do it all the time"
reputation,Look What You Made Me Do ,"I've got a list of names and yours is in red, underlined"
reputation,Look What You Made Me Do ,"I check it once, then I check it twice, oh!"
reputation,Look What You Made Me Do ,[Chorus]
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me—
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,[Verse 2]
reputation,Look What You Made Me Do ,I don't like your kingdom keys
reputation,Look What You Made Me Do ,They once belonged to me
reputation,Look What You Made Me Do ,You asked me for a place to sleep
reputation,Look What You Made Me Do ,Locked me out and threw a feast (What?)
reputation,Look What You Made Me Do ,"The world moves on, another day, another drama, drama"
reputation,Look What You Made Me Do ,"But not for me, not for me, all I think about is karma"
reputation,Look What You Made Me Do ,"And then the world moves on, but one thing's for sure"
reputation,Look What You Made Me Do ,"Maybe I got mine, but you'll all get yours"
reputation,Look What You Made Me Do ,[Pre-Chorus]
reputation,Look What You Made Me Do ,"But I got smarter, I got harder in the nick of time"
reputation,Look What You Made Me Do ,"Honey, I rose up from the dead, I do it all the time"
reputation,Look What You Made Me Do ,"I've got a list of names and yours is in red, underlined"
reputation,Look What You Made Me Do ,"I check it once, then I check it twice, oh!"
reputation,Look What You Made Me Do ,[Chorus]
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me—
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,[Bridge]
reputation,Look What You Made Me Do ,I don't trust nobody and nobody trusts me
reputation,Look What You Made Me Do ,I'll be the actress starring in your bad dreams
reputation,Look What You Made Me Do ,I don't trust nobody and nobody trusts me
reputation,Look What You Made Me Do ,I'll be the actress starring in your bad dreams
reputation,Look What You Made Me Do ,I don't trust nobody and nobody trusts me
reputation,Look What You Made Me Do ,I'll be the actress starring in your bad dreams
reputation,Look What You Made Me Do ,I don't trust nobody and nobody trusts me
reputation,Look What You Made Me Do ,I'll be the actress starring in your bad dreams
reputation,Look What You Made Me Do ,"(Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me—
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me—)
reputation,Look What You Made Me Do ,"I'm sorry, the old Taylor can't come to the phone right now	62	2017-08-25
1	reputation	Look What You Made Me Do 	Why? Oh, 'cause she's dead!"" (Oh)"
reputation,Look What You Made Me Do ,[Chorus]
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me—
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me—
reputation,Look What You Made Me Do ,"Ooh, look what you made me do"
reputation,Look What You Made Me Do ,Look what you made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,Look What You Made Me Do ,Look what you just made me do
reputation,End Game  (Ft. Ed Sheeran & Future),[Chorus: Taylor Swift & Future]
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your end game
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your first string
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your A-Team (Whoa, whoa, whoa)"
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your end game, end game"
reputation,End Game  (Ft. Ed Sheeran & Future),[Post-Chorus: Taylor Swift & Future]
reputation,End Game  (Ft. Ed Sheeran & Future),"Big reputation, big reputation"
reputation,End Game  (Ft. Ed Sheeran & Future),"Ooh, you and me, we got big reputations, ah"
reputation,End Game  (Ft. Ed Sheeran & Future),"And you heard about me, ooh"
reputation,End Game  (Ft. Ed Sheeran & Future),I got some big enemies (Yeah)
reputation,End Game  (Ft. Ed Sheeran & Future),"Big reputation, big reputation"
reputation,End Game  (Ft. Ed Sheeran & Future),"Ooh, you and me would be a big conversation, ah (Git, git)"
reputation,End Game  (Ft. Ed Sheeran & Future),"And I heard about you, ooh (Yeah)"
reputation,End Game  (Ft. Ed Sheeran & Future),"You like the bad ones, too"
reputation,End Game  (Ft. Ed Sheeran & Future),[Verse 1: Future]
reputation,End Game  (Ft. Ed Sheeran & Future),"You so dope, don't overdose, I’m so stoked, I need a toast"
reputation,End Game  (Ft. Ed Sheeran & Future),"We do the most, I'm in the Ghost like I'm whippin’ a boat"
reputation,End Game  (Ft. Ed Sheeran & Future),"I got a reputation, girl that don't precede me (Yeah)"
reputation,End Game  (Ft. Ed Sheeran & Future),I'm one call away whenever you need me (Yeah)
reputation,End Game  (Ft. Ed Sheeran & Future),"I'm in a G5 (Yeah), come to the A-Side (Yeah)"
reputation,End Game  (Ft. Ed Sheeran & Future),"I got a bad boy persona, that's what they like (What they like)"
reputation,End Game  (Ft. Ed Sheeran & Future),"You love it, I love it too 'cause you my type (You my type)"
reputation,End Game  (Ft. Ed Sheeran & Future),You hold me down and I protect you with my life
reputation,End Game  (Ft. Ed Sheeran & Future),[Pre-Chorus: Taylor Swift & Future]
reputation,End Game  (Ft. Ed Sheeran & Future),"I don't wanna touch you, I don't wanna be"
reputation,End Game  (Ft. Ed Sheeran & Future),Just another ex-love you don’t wanna see
reputation,End Game  (Ft. Ed Sheeran & Future),I don’t wanna miss you (I don't wanna miss you)
reputation,End Game  (Ft. Ed Sheeran & Future),Like the other girls do
reputation,End Game  (Ft. Ed Sheeran & Future),"I don’t wanna hurt you, I just wanna be"
reputation,End Game  (Ft. Ed Sheeran & Future),Drinking on a beach with you all over me
reputation,End Game  (Ft. Ed Sheeran & Future),I know what they all say (I know what they all say)
reputation,End Game  (Ft. Ed Sheeran & Future),But I ain't tryna play
reputation,End Game  (Ft. Ed Sheeran & Future),[Chorus: Taylor Swift]
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your end game (End game)
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your first string (First string)
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your A-Team (A-Team)
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your end game, end game"
reputation,End Game  (Ft. Ed Sheeran & Future),[Verse 2: Ed Sheeran]
reputation,End Game  (Ft. Ed Sheeran & Future),"Knew her when I was young, reconnected when we were little bit older"
reputation,End Game  (Ft. Ed Sheeran & Future),"Both sprung, I got issues and chips on both of my shoulders"
reputation,End Game  (Ft. Ed Sheeran & Future),"Reputation precedes me, in rumors, I'm knee-deep"
reputation,End Game  (Ft. Ed Sheeran & Future),"The truth is, it's easier to ignore it, believe me"
reputation,End Game  (Ft. Ed Sheeran & Future),"Even when we’d argue, we'd not do it for long"
reputation,End Game  (Ft. Ed Sheeran & Future),And you understand the good and bad end up in the song
reputation,End Game  (Ft. Ed Sheeran & Future),"For all your beautiful traits, and the way you do it with ease"
reputation,End Game  (Ft. Ed Sheeran & Future),"For all my flaws, paranoia, and insecurities"
reputation,End Game  (Ft. Ed Sheeran & Future),"I've made mistakes and made some choices, that's hard to deny"
reputation,End Game  (Ft. Ed Sheeran & Future),"After the storm, something was born on the 4th of July"
reputation,End Game  (Ft. Ed Sheeran & Future),"I've passed days without fun, this end game is the one"
reputation,End Game  (Ft. Ed Sheeran & Future),"With four words on the tip of my tongue, I'll never say it"
reputation,End Game  (Ft. Ed Sheeran & Future),[Pre-Chorus: Taylor Swift]
reputation,End Game  (Ft. Ed Sheeran & Future),"I don't wanna touch you, I don't wanna be"
reputation,End Game  (Ft. Ed Sheeran & Future),Just another ex-love you don't wanna see
reputation,End Game  (Ft. Ed Sheeran & Future),I don't wanna miss you (I don't wanna miss you)
reputation,End Game  (Ft. Ed Sheeran & Future),Like the other girls do
reputation,End Game  (Ft. Ed Sheeran & Future),"I don't wanna hurt you, I just wanna be"
reputation,End Game  (Ft. Ed Sheeran & Future),Drinking on a beach with you all over me
reputation,End Game  (Ft. Ed Sheeran & Future),"I know what they all say, yeah"
reputation,End Game  (Ft. Ed Sheeran & Future),But I ain't tryna play
reputation,End Game  (Ft. Ed Sheeran & Future),[Chorus: Taylor Swift]
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your end game (End game)
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your first string (Wanna be your first string)
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your A-Team (A-Team)
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your end game, end game"
reputation,End Game  (Ft. Ed Sheeran & Future),[Post-Chorus: Taylor Swift & Future]
reputation,End Game  (Ft. Ed Sheeran & Future),"Big reputation, big reputation"
reputation,End Game  (Ft. Ed Sheeran & Future),"Ooh, you and me, we got big reputations, ah"
reputation,End Game  (Ft. Ed Sheeran & Future),"And you heard about me, ooh"
reputation,End Game  (Ft. Ed Sheeran & Future),I got some big enemies
reputation,End Game  (Ft. Ed Sheeran & Future),"Hey, big reputation, big reputation"
reputation,End Game  (Ft. Ed Sheeran & Future),"Ooh, you and me would be a big conversation, ah"
reputation,End Game  (Ft. Ed Sheeran & Future),"And I heard about you, ooh"
reputation,End Game  (Ft. Ed Sheeran & Future),"You like the bad ones, too"
reputation,End Game  (Ft. Ed Sheeran & Future),[Verse 3: Taylor Swift]
reputation,End Game  (Ft. Ed Sheeran & Future),"I hit you like bang, we tried to forget it, but we just couldn't"
reputation,End Game  (Ft. Ed Sheeran & Future),"And I bury hatchets, but I keep maps of where I put 'em"
reputation,End Game  (Ft. Ed Sheeran & Future),"Reputation precedes me, they told you I'm crazy"
reputation,End Game  (Ft. Ed Sheeran & Future),"I swear I don't love the drama, it loves me"
reputation,End Game  (Ft. Ed Sheeran & Future),"And I can't let you go, your hand prints on my soul"
reputation,End Game  (Ft. Ed Sheeran & Future),"It's like your eyes are liquor, it's like your body is gold"
reputation,End Game  (Ft. Ed Sheeran & Future),You've been calling my bluff on all my usual tricks
reputation,End Game  (Ft. Ed Sheeran & Future),So here's the truth from my red lips
reputation,End Game  (Ft. Ed Sheeran & Future),"[Chorus: Taylor Swift, Future, & Ed Sheeran]"
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your end game (End game)
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your first string (Me and you, first string)"
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your A-Team (Be your A-Team now, A-Team)"
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your end game, end game"
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your end game (Oh, I do)"
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your first string (First string)
reputation,End Game  (Ft. Ed Sheeran & Future),I wanna be your A-Team (A-Team)
reputation,End Game  (Ft. Ed Sheeran & Future),"I wanna be your end game, end game"
Lover,ME!  (Ft. Brendon Urie),[Intro: Taylor Swift]
Lover,ME!  (Ft. Brendon Urie),I promise that you'll never find another like me
Lover,ME!  (Ft. Brendon Urie),[Verse 1: Taylor Swift]
Lover,ME!  (Ft. Brendon Urie),"I know that I'm a handful, baby, uh"
Lover,ME!  (Ft. Brendon Urie),I know I never think before I jump
Lover,ME!  (Ft. Brendon Urie),And you're the kind of guy the ladies want
Lover,ME!  (Ft. Brendon Urie),(And there's a lot of cool chicks out there)
Lover,ME!  (Ft. Brendon Urie),I know that I went psycho on the phone
Lover,ME!  (Ft. Brendon Urie),I never leave well enough alone
Lover,ME!  (Ft. Brendon Urie),And trouble's gonna follow where I go
Lover,ME!  (Ft. Brendon Urie),(And there's a lot of cool chicks out there)
Lover,ME!  (Ft. Brendon Urie),[Pre-Chorus: Taylor Swift]
Lover,ME!  (Ft. Brendon Urie),But one of these things is not like the others
Lover,ME!  (Ft. Brendon Urie),Like a rainbow with all of the colors
Lover,ME!  (Ft. Brendon Urie),"Baby doll, when it comes to a lover"
Lover,ME!  (Ft. Brendon Urie),I promise that you'll never find another like
Lover,ME!  (Ft. Brendon Urie),[Chorus: Taylor Swift]
Lover,ME!  (Ft. Brendon Urie),"Me-e-e, ooh-ooh-ooh-ooh"
Lover,ME!  (Ft. Brendon Urie),I'm the only one of me
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of me"
Lover,ME!  (Ft. Brendon Urie),"Eeh-eeh-eeh, ooh-ooh-ooh-ooh"
Lover,ME!  (Ft. Brendon Urie),You're the only one of you
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of you"
Lover,ME!  (Ft. Brendon Urie),And I promise that nobody's gonna love you like me-e-e
Lover,ME!  (Ft. Brendon Urie),[Verse 2: Brendon Urie & Taylor Swift]
Lover,ME!  (Ft. Brendon Urie),I know I tend to make it about me
Lover,ME!  (Ft. Brendon Urie),I know you never get just what you see
Lover,ME!  (Ft. Brendon Urie),"But I will never bore you, baby"
Lover,ME!  (Ft. Brendon Urie),(And there's a lot of lame guys out there)
Lover,ME!  (Ft. Brendon Urie),And when we had that fight out in the rain
Lover,ME!  (Ft. Brendon Urie),You ran after me and called my name
Lover,ME!  (Ft. Brendon Urie),I never wanna see you walk away
Lover,ME!  (Ft. Brendon Urie),(And there's a lot of lame guys out there)
Lover,ME!  (Ft. Brendon Urie),"[Pre-Chorus: Taylor Swift & Brendon Urie, Brendon Urie]"
Lover,ME!  (Ft. Brendon Urie),'Cause one of these things is not like the others
Lover,ME!  (Ft. Brendon Urie),"Livin' in winter, I am your summer"
Lover,ME!  (Ft. Brendon Urie),"Baby doll, when it comes to a lover"
Lover,ME!  (Ft. Brendon Urie),I promise that you'll never find another like
Lover,ME!  (Ft. Brendon Urie),"[Chorus: Brendon Urie, Taylor Swift & Brendon Urie]"
Lover,ME!  (Ft. Brendon Urie),"Me-e-e, ooh-ooh-ooh-ooh"
Lover,ME!  (Ft. Brendon Urie),I'm the only one of me
Lover,ME!  (Ft. Brendon Urie),Let me keep you company
Lover,ME!  (Ft. Brendon Urie),"Eeh-eeh-eeh, ooh-ooh-ooh-ooh"
Lover,ME!  (Ft. Brendon Urie),You're the only one of you
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of you"
Lover,ME!  (Ft. Brendon Urie),And I promise that nobody's gonna love you like me-e-e
Lover,ME!  (Ft. Brendon Urie),"[Bridge: Brendon Urie, Taylor Swift & Both]"
Lover,ME!  (Ft. Brendon Urie),"Girl, there ain't no I in ""team"""
Lover,ME!  (Ft. Brendon Urie),"But you know there is a ""me"""
Lover,ME!  (Ft. Brendon Urie),"Strike the band up, 1, 2, 3"
Lover,ME!  (Ft. Brendon Urie),I promise that you'll never find another like me
Lover,ME!  (Ft. Brendon Urie),"Girl, there ain't no I in ""team"""
Lover,ME!  (Ft. Brendon Urie),"But you know there is a ""me"""
Lover,ME!  (Ft. Brendon Urie),"And you can't spell ""awesome"" without ""me"""
Lover,ME!  (Ft. Brendon Urie),I promise that you'll never find another like
Lover,ME!  (Ft. Brendon Urie),"[Chorus: Both, Taylor Swift & Brendon Urie]"
Lover,ME!  (Ft. Brendon Urie),"Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby)"
Lover,ME!  (Ft. Brendon Urie),I'm the only one of me (I'm the only one of me)
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of me (Baby, that's the fun of me)"
Lover,ME!  (Ft. Brendon Urie),"Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh)"
Lover,ME!  (Ft. Brendon Urie),You're the only one of you (Oh)
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of you"
Lover,ME!  (Ft. Brendon Urie),And I promise that nobody's gonna love you like me-e-e
Lover,ME!  (Ft. Brendon Urie),"[Outro: Brendon Urie, Taylor Swift & Both]"
Lover,ME!  (Ft. Brendon Urie),"Girl, there ain't no I in ""team"" (Ooh-ooh-ooh-ooh)"
Lover,ME!  (Ft. Brendon Urie),"But you know there is a ""me"""
Lover,ME!  (Ft. Brendon Urie),I'm the only one of me (Oh-oh)
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of me"
Lover,ME!  (Ft. Brendon Urie),"(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)"
Lover,ME!  (Ft. Brendon Urie),"Strike the band up, 1, 2, 3"
Lover,ME!  (Ft. Brendon Urie),"You can't spell ""awesome"" without ""me"""
Lover,ME!  (Ft. Brendon Urie),You're the only one of you
Lover,ME!  (Ft. Brendon Urie),"Baby, that's the fun of you"
Lover,ME!  (Ft. Brendon Urie),And I promise that nobody's gonna love you like me-e-e
Lover,You Need To Calm Down ,[Verse 1]
Lover,You Need To Calm Down ,You are somebody that I don't know
Lover,You Need To Calm Down ,But you're takin' shots at me like it's Patrón
Lover,You Need To Calm Down ,"And I'm just like, damn, it's 7 AM"
Lover,You Need To Calm Down ,"Say it in the street, that's a knock-out"
Lover,You Need To Calm Down ,"But you say it in a Tweet, that's a cop-out"
Lover,You Need To Calm Down ,"And I'm just like, ""Hey, are you okay?"""
Lover,You Need To Calm Down ,[Pre-Chorus]
Lover,You Need To Calm Down ,And I ain't tryna mess with your self-expression
Lover,You Need To Calm Down ,But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun
Lover,You Need To Calm Down ,And snakes and stones never broke my bones
Lover,You Need To Calm Down ,[Chorus]
Lover,You Need To Calm Down ,"So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh"
Lover,You Need To Calm Down ,"You need to calm down, you're being too loud"
Lover,You Need To Calm Down ,"And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)"
Lover,You Need To Calm Down ,"You need to just stop, like can you just not step on my gown?"
Lover,You Need To Calm Down ,You need to calm down
Lover,You Need To Calm Down ,[Verse 2]
Lover,You Need To Calm Down ,You are somebody that we don't know
Lover,You Need To Calm Down ,But you're comin' at my friends like a missile
Lover,You Need To Calm Down ,Why are you mad when you could be GLAAD? (You could be GLAAD)
Lover,You Need To Calm Down ,Sunshine on the street at the parade
Lover,You Need To Calm Down ,But you would rather be in the dark ages
Lover,You Need To Calm Down ,Makin' that sign must've taken all night
Lover,You Need To Calm Down ,[Pre-Chorus]
Lover,You Need To Calm Down ,You just need to take several seats and then try to restore the peace
Lover,You Need To Calm Down ,And control your urges to scream about all the people you hate
Lover,You Need To Calm Down ,'Cause shade never made anybody less gay
Lover,You Need To Calm Down ,[Chorus]
Lover,You Need To Calm Down ,"So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh"
Lover,You Need To Calm Down ,"You need to calm down, you're being too loud"
Lover,You Need To Calm Down ,"And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)"
Lover,You Need To Calm Down ,"You need to just stop, like can you just not step on his gown?"
Lover,You Need To Calm Down ,You need to calm down
Lover,You Need To Calm Down ,[Bridge]
Lover,You Need To Calm Down ,And we see you over there on the internet
Lover,You Need To Calm Down ,Comparing all the girls who are killing it
Lover,You Need To Calm Down ,But we figured you out
Lover,You Need To Calm Down ,We all know now we all got crowns
Lover,You Need To Calm Down ,You need to calm down
Lover,You Need To Calm Down ,[Chorus]
Lover,You Need To Calm Down ,"Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh"
Lover,You Need To Calm Down ,You need to calm down (You need to calm down)
Lover,You Need To Calm Down ,You're being too loud (You're being too loud)
Lover,You Need To Calm Down ,"And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)"
Lover,You Need To Calm Down ,You need to just stop (Can you stop?)
Lover,You Need To Calm Down ,Like can you just not step on our gowns?
Lover,You Need To Calm Down ,You need to calm down
reputation,...Ready for It? ,[Verse 1]
reputation,...Ready for It? ,Knew he was a killer first time that I saw him
reputation,...Ready for It? ,Wondered how many girls he had loved and left haunted
reputation,...Ready for It? ,"But if he's a ghost, then I can be a phantom"
reputation,...Ready for It? ,"Holdin' him for ransom, some"
reputation,...Ready for It? ,"Some boys are tryin' too hard, he don't try at all though"
reputation,...Ready for It? ,"Younger than my exes, but he act like such a man, so"
reputation,...Ready for It? ,"I see nothing better, I keep him forever"
reputation,...Ready for It? ,Like a vendetta-ta
reputation,...Ready for It? ,[Pre-Chorus]
reputation,...Ready for It? ,"I, I, I see how this is gon' go"
reputation,...Ready for It? ,Touch me and you'll never be alone
reputation,...Ready for It? ,I-Island breeze and lights down low
reputation,...Ready for It? ,No one has to know
reputation,...Ready for It? ,[Chorus]
reputation,...Ready for It? ,"In the middle of the night, in my dreams"
reputation,...Ready for It? ,"You should see the things we do, baby"
reputation,...Ready for It? ,"In the middle of the night, in my dreams"
reputation,...Ready for It? ,"I know I'm gonna be with you, so I take my time"
reputation,...Ready for It? ,Are you ready for it?
reputation,...Ready for It? ,[Verse 2]
reputation,...Ready for It? ,Knew I was a robber first time that he saw me
reputation,...Ready for It? ,Stealing hearts and running off and never sayin' sorry
reputation,...Ready for It? ,"But if I'm a thief, then he can join the heist, and"
reputation,...Ready for It? ,"We'll move to an island, and"
reputation,...Ready for It? ,"And he can be my jailer, Burton to this Taylor"
reputation,...Ready for It? ,Every love I've known in comparison is a failure
reputation,...Ready for It? ,"I forget their names now, I'm so very tame now"
reputation,...Ready for It? ,"Never be the same now, now"
reputation,...Ready for It? ,[Pre-Chorus]
reputation,...Ready for It? ,"I, I, I see how this is gon' go"
reputation,...Ready for It? ,Touch me and you'll never be alone
reputation,...Ready for It? ,I-Island breeze and lights down low
reputation,...Ready for It? ,No one has to know (No one has to know)
reputation,...Ready for It? ,[Chorus]
reputation,...Ready for It? ,"In the middle of the night, in my dreams"
reputation,...Ready for It? ,"You should see the things we do, baby"
reputation,...Ready for It? ,In the middle of the night in my dreams
reputation,...Ready for It? ,"I know I'm gonna be with you, so I take my time"
reputation,...Ready for It? ,Are you ready for it?
reputation,...Ready for It? ,"Oh, are you ready for it?"
reputation,...Ready for It? ,[Post-Chorus]
reputation,...Ready for It? ,"Baby, let the games begin"
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,"Baby, let the games begin"
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,[Pre-Chorus]
reputation,...Ready for It? ,"I, I, I see how this is gon' go"
reputation,...Ready for It? ,Touch me and you'll never be alone
reputation,...Ready for It? ,I-Island breeze and lights down low
reputation,...Ready for It? ,No one has to know
reputation,...Ready for It? ,[Chorus]
reputation,...Ready for It? ,"In the middle of the night (Night), in my dreams (My dreams)"
reputation,...Ready for It? ,"You should see the things we do (We do), baby (Baby), hmm (Eh)"
reputation,...Ready for It? ,"In the middle of the night, in my dreams (My dreams)"
reputation,...Ready for It? ,I know I'm gonna be with you (I know I'm gonna be with you)
reputation,...Ready for It? ,So I take my time
reputation,...Ready for It? ,In the middle of the night
reputation,...Ready for It? ,[Post-Chorus]
reputation,...Ready for It? ,"Baby, let the games begin"
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,Are you ready for it?
reputation,...Ready for It? ,"Baby, let the games begin"
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,Let the games begin
reputation,...Ready for It? ,Are you ready for it?
1989 (Deluxe),Blank Space ,[Verse 1]
1989 (Deluxe),Blank Space ,"Nice to meet you, where you been?"
1989 (Deluxe),Blank Space ,I could show you incredible things
1989 (Deluxe),Blank Space ,"Magic, madness, heaven, sin"
1989 (Deluxe),Blank Space ,"Saw you there, and I thought"
1989 (Deluxe),Blank Space ,"Oh my God, look at that face	5	2014-10-27
6	1989 (Deluxe)	Blank Space 	You look like my next mistake	6	2014-10-27
6	1989 (Deluxe)	Blank Space 	Love's a game, wanna play?"
1989 (Deluxe),Blank Space ,Ayy
1989 (Deluxe),Blank Space ,[Verse 2]
1989 (Deluxe),Blank Space ,"New money, suit and tie"
1989 (Deluxe),Blank Space ,I can read you like a magazine
1989 (Deluxe),Blank Space ,Ain't it funny? Rumors fly
1989 (Deluxe),Blank Space ,And I know you heard about me
1989 (Deluxe),Blank Space ,"So hey, let's be friends"
1989 (Deluxe),Blank Space ,I'm dyin' to see how this one ends
1989 (Deluxe),Blank Space ,Grab your passport and my hand
1989 (Deluxe),Blank Space ,I can make the bad guys good for a weekend
1989 (Deluxe),Blank Space ,[Chorus]
1989 (Deluxe),Blank Space ,So it's gonna be forever
1989 (Deluxe),Blank Space ,Or it's gonna go down in flames
1989 (Deluxe),Blank Space ,"You can tell me when it's over, mm"
